Job_id,Easy Apply,Avg_Salary,Min_Salary,Max_Salary
730,1.0,117500.0,62000.0,111000.0
731,,117500.0,62000.0,111000.0
732,1.0,117500.0,62000.0,111000.0
733,,117500.0,62000.0,111000.0
734,,117500.0,62000.0,111000.0
735,,117500.0,62000.0,111000.0
736,,117500.0,62000.0,111000.0
737,1.0,78500.0,40000.0,77000.0
738,,78500.0,40000.0,77000.0
739,,78500.0,40000.0,77000.0
740,,78500.0,40000.0,77000.0
741,,78500.0,40000.0,77000.0
742,,78500.0,40000.0,77000.0
743,,78500.0,40000.0,77000.0
744,,78500.0,40000.0,77000.0
745,,78500.0,40000.0,77000.0
746,,78500.0,40000.0,77000.0
747,,78500.0,40000.0,77000.0
748,,78500.0,40000.0,77000.0
749,,78500.0,40000.0,77000.0
750,,78500.0,40000.0,77000.0
751,,78500.0,40000.0,77000.0
752,,78500.0,40000.0,77000.0
753,,78500.0,40000.0,77000.0
754,,78500.0,40000.0,77000.0
755,,78500.0,40000.0,77000.0
756,,78500.0,40000.0,77000.0
757,,78500.0,40000.0,77000.0
758,,78500.0,40000.0,77000.0
759,,78500.0,40000.0,77000.0
760,,78500.0,40000.0,77000.0
761,,78500.0,40000.0,77000.0
