State_id,City,State
2850,Plano,TX
2851,Dallas,TX
2852,Dallas,TX
2853,Plano,TX
2854,Lewisville,TX
2855,Plano,TX
2856,Plano,TX
2857,Dallas,TX
2862,Irving,TX
2863,Addison,TX
2864,Irving,TX
2865,Plano,TX
2866,Dallas,TX
2867,Plano,TX
2868,Grapevine,TX
2869,Irving,TX
2870,Richardson,TX
2871,Dallas,TX
2872,Dallas,TX
2873,Dallas,TX
2874,Dallas,TX
2878,Dallas,TX
2879,Dallas,TX
2881,Irving,TX
2882,Dallas,TX
2885,Plano,TX
2886,Dallas,TX
2887,Dallas,TX
2888,Dallas,TX
2889,Irving,TX
2890,Dallas,TX
2891,Dallas,TX
2892,Dallas,TX
2893,Dallas,TX
2894,Dallas,TX
2895,Plano,TX
2897,Plano,TX
2898,Dallas,TX
2901,Dallas,TX
2903,Dallas,TX
2904,Richardson,TX
2905,Irving,TX
2906,Dallas,TX
2907,Richardson,TX
2908,Dallas,TX
2909,Irving,TX
2910,Irving,TX
2913,Irving,TX
2915,Dallas,TX
2916,Dallas,TX
2917,Irving,TX
2918,Dallas,TX
2919,Plano,TX
2920,Little Falls,NJ
2922,Plano,TX
2923,Dallas,TX
2924,Irving,TX
2925,Richardson,TX
2928,Richardson,TX
2929,Addison,TX
2930,Dallas,TX
