State_id,City,State
3320,Sunnyvale,CA
3321,San Jose,CA
3322,San Jose,CA
3323,Palo Alto,CA
3324,Sunnyvale,CA
3325,Sunnyvale,CA
3326,Santa Clara,CA
3327,Santa Clara,CA
3330,San Jose,CA
3331,San Jose,CA
3332,San Jose,CA
3333,San Jose,CA
3334,Santa Clara,CA
3335,Sunnyvale,CA
3336,Pleasanton,CA
3337,Santa Clara,CA
3338,Sunnyvale,CA
3340,San Jose,CA
3341,Palo Alto,CA
3343,Sunnyvale,CA
3345,Santa Clara,CA
3346,Sunnyvale,CA
3349,Palo Alto,CA
3350,Mountain View,CA
3352,Palo Alto,CA
3354,Sunnyvale,CA
3355,San Jose,CA
3356,Austin,TX
3357,Austin,TX
3359,Austin,TX
3360,Austin,TX
3362,Austin,TX
3364,Austin,TX
3365,Austin,TX
3366,Austin,TX
3367,Austin,TX
3369,Austin,TX
3370,Austin,TX
3371,Austin,TX
3372,Austin,TX
3373,Austin,TX
3374,Austin,TX
3376,Austin,TX
3379,Austin,TX
3381,Austin,TX
3382,Austin,TX
3384,Austin,TX
3385,Austin,TX
3388,Austin,TX
3390,Austin,TX
3391,Austin,TX
3392,Austin,TX
3393,Austin,TX
3394,Austin,TX
3395,Austin,TX
3397,Austin,TX
3398,Austin,TX
3400,Austin,TX
3401,Austin,TX
3402,Austin,TX
3403,Austin,TX
3404,Austin,TX
3405,Austin,TX
3406,Austin,TX
3412,Austin,TX
3413,Austin,TX
3414,Austin,TX
3415,Austin,TX
3416,Austin,TX
3417,Austin,TX
3419,Austin,TX
3420,Austin,TX
3424,Austin,TX
3425,Austin,TX
3426,Austin,TX
3428,Austin,TX
3429,Austin,TX
3430,Austin,TX
3431,Austin,TX
3432,Austin,TX
3436,Austin,TX
3438,Austin,TX
3439,Austin,TX
3440,Austin,TX
3441,Austin,TX
3442,Austin,TX
3443,Austin,TX
3444,Austin,TX
3445,Austin,TX
3446,Austin,TX
3447,Austin,TX
3448,Austin,TX
3449,Austin,TX
3450,Austin,TX
3451,Austin,TX
3452,Austin,TX
3453,Austin,TX
3455,Austin,TX
3456,Austin,TX
3458,Austin,TX
3459,Austin,TX
3460,Austin,TX
3461,Austin,TX
3462,Austin,TX
3463,Austin,TX
3464,Austin,TX
3465,Austin,TX
3466,Austin,TX
3468,Austin,TX
3472,Austin,TX
3473,Austin,TX
3476,Austin,TX
3477,Austin,TX
3478,Austin,TX
3479,Austin,TX
3481,Austin,TX
3482,Austin,TX
3485,Austin,TX
3487,Austin,TX
3488,Austin,TX
3489,Austin,TX
3490,Austin,TX
3492,Austin,TX
3493,Austin,TX
3494,Austin,TX
3496,Austin,TX
3497,Austin,TX
3498,Austin,TX
3499,Austin,TX
3500,Austin,TX
3501,Austin,TX
3504,Austin,TX
3505,Austin,TX
3507,Austin,TX
3511,Austin,TX
3512,Austin,TX
3513,Austin,TX
3514,Austin,TX
3515,Austin,TX
3516,Austin,TX
3517,Austin,TX
3518,Austin,TX
3519,Austin,TX
3520,Round Rock,TX
3524,Austin,TX
3526,Austin,TX
3527,Austin,TX
3528,Austin,TX
3532,Austin,TX
3533,Austin,TX
3535,Austin,TX
3536,Austin,TX
3537,Austin,TX
3538,Austin,TX
3540,Austin,TX
3541,Austin,TX
3542,Austin,TX
3544,Austin,TX
3545,Austin,TX
3546,Austin,TX
3547,Round Rock,TX
3548,Austin,TX
3550,Austin,TX
3551,Austin,TX
3553,Austin,TX
3554,Austin,TX
3556,Austin,TX
3558,Austin,TX
3559,Austin,TX
3560,Austin,TX
3561,Austin,TX
3563,Austin,TX
3565,Austin,TX
3566,Austin,TX
3568,Austin,TX
3571,Austin,TX
3572,Austin,TX
3573,Austin,TX
3574,Austin,TX
3576,Austin,TX
3577,Austin,TX
3580,Round Rock,TX
3581,Austin,TX
3582,Austin,TX
3583,Austin,TX
3586,Austin,TX
3587,Austin,TX
3588,Austin,TX
3592,Austin,TX
3594,Austin,TX
3596,Austin,TX
3597,Austin,TX
3598,Austin,TX
3599,Austin,TX
3603,Austin,TX
3604,Austin,TX
3605,Austin,TX
3606,Austin,TX
3607,Austin,TX
3608,Austin,TX
3611,Austin,TX
3613,Austin,TX
3614,Austin,TX
3615,Austin,TX
3616,Austin,TX
3617,Austin,TX
3618,Austin,TX
3619,Austin,TX
3620,Austin,TX
3621,Austin,TX
3622,Austin,TX
3624,Austin,TX
3625,Austin,TX
3627,Austin,TX
3629,Austin,TX
3630,Austin,TX
3632,Austin,TX
3633,Austin,TX
3634,Austin,TX
3635,Austin,TX
3636,Round Rock,TX
3638,Austin,TX
3641,Austin,TX
3644,Austin,TX
3645,Austin,TX
3649,Austin,TX
3651,Austin,TX
3652,Austin,TX
3653,Austin,TX
3654,Austin,TX
3657,Austin,TX
3658,Austin,TX
3659,Austin,TX
3660,Austin,TX
3665,Austin,TX
3666,Austin,TX
3667,Austin,TX
3668,Austin,TX
3669,Austin,TX
3670,Austin,TX
3671,Austin,TX
3672,Austin,TX
3673,Austin,TX
3675,Austin,TX
3676,Austin,TX
3677,Austin,TX
3678,Austin,TX
3679,Austin,TX
3681,Austin,TX
3682,Austin,TX
3684,Austin,TX
3685,Austin,TX
3686,Austin,TX
3687,Austin,TX
3688,Austin,TX
3690,Austin,TX
